번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
2171,공중화장실,법제3조제5호,남석지구 우수저류시설,,경상북도 영덕군 영덕읍 남석리 18-1,2,4,0,1,0,0,4,0,0,영덕읍사무소,054-730-7108,상시,,,36.409468,129.368634,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2172,공중화장실,법제3조제5호,창포리 해양청소년수련원 옆,경상북도 영덕군 영덕읍 영덕대게로 910,,4,6,1,1,0,0,6,1,0,영덕읍사무소,054-730-7108,상시,,,36.417094,129.430626,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-05-01
2173,공중화장실,법제3조제5호,노물리 블루로드길,,경상북도 영덕군 영덕읍 노물리 197-2,2,4,0,1,0,0,4,0,0,영덕읍사무소,054-730-7108,상시,,,36.445145,129.434088,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2174,공중화장실,법제3조제16호-영제3조제1항제1호,풍기읍보건지소,경상북도 영주시 풍기읍 남원로 66,경상북도 영주시 풍기읍 동부리 576-6,1,1,1,0,0,0,2,1,0,영주시청 보건위생과,054-636-6503,상시,,,36.867461,128.527314,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2175,공중화장실,법제3조제5호,숭덕사 고불봉 등산로 입구,,경상북도 영덕군 영덕읍 우곡리 376,0,2,1,0,0,0,2,1,0,영덕읍사무소,054-730-7108,상시,,,36.402398,129.37816,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2176,공중화장실,법제3조제5호,우곡리 삼각주공원,,경상북도 영덕군 영덕읍 우곡리 508-4,1,3,0,0,0,0,3,0,0,영덕읍사무소,054-730-7108,상시,,,36.405144,129.371786,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2177,공중화장실,법제3조제4호,남석리 매일시장,경상북도 영덕군 영덕읍 야성길 67,,0,2,0,0,0,0,1,0,0,영덕읍사무소,054-730-7108,상시,,,36.411424,129.365854,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2178,공중화장실,법제3조제4호,남석리 오일시장,경상북도 영덕군 영덕읍 남석길 23-10,,5,7,0,0,0,0,5,0,0,영덕읍사무소,054-730-7108,상시,,,36.407003,129.369575,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2179,공중화장실,법제3조제4호,남석리 오일시장(소방서 뒤),경상북도 영덕군 영덕읍 남석길 24,,6,8,0,0,0,0,3,0,0,영덕읍사무소,054-730-7108,상시,,,36.407441,129.370306,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-05-01
2180,공중화장실,법제3조제5호,대탄리 풍력진입로,,경상북도 영덕군 영덕읍 대탄리 산6-5,0,2,0,0,0,0,1,0,0,영덕읍사무소,054-730-7108,상시,,,36.428796,129.433898,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2181,공중화장실,법제3조제5호,덕곡리 영덕 택시부 옆,경상북도 영덕군 영덕읍 군청길 68,,0,2,0,0,0,0,1,0,0,영덕읍사무소,054-730-7108,상시,,,36.414381,129.37199,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2182,공중화장실,법제3조제5호,석리 우일수산 앞,경상북도 영덕군 영덕읍 영덕대게로 1438,,0,2,0,0,0,0,1,0,0,영덕읍사무소,054-730-7108,상시,,,36.458756,129.435444,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2183,공중화장실,법제3조제5호,석동방파제,,경상북도 영덕군 영덕읍 석리 14-1,1,2,0,0,0,0,1,0,0,영덕읍사무소,054-730-7108,상시,,,36.466366,129.436624,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2184,공중화장실,법제3조제13호,화개리 게이트볼장앞 공중화장실,,경상북도 영덕군 영덕읍 화개리 644-29,1,2,0,0,0,0,2,0,0,영덕읍사무소,054-730-7108,상시,,,36.417849,129.366134,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2185,공중화장실,법제3조제16호-영제3조제1항제1호,영덕 세무서 공중화장실,경상북도 영덕군 영덕읍 영덕로 35-11,,4,4,1,1,0,0,4,1,0,영덕읍사무소,054-730-7108,상시,,,36.399011,129.369306,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-05-01
2186,공중화장실,법제3조제5호,남산리 오십천휴게소 공중화장실,,경상북도 영덕군 영덕읍 남산리 298-5,2,2,0,0,0,0,3,0,0,영덕읍사무소,054-730-7108,상시,,,36.390539,129.37018,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-05-01
2187,공중화장실,법제3조제5호,오포해수욕장,,경상북도 영덕군 강구면 오포리 814,1,3,1,0,0,0,4,1,0,강구면사무소,054-730-7203,상시,,,36.357913,129.38902,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-05-01
2188,공중화장실,법제3조제4호,동광어시장,경상북도 영덕군 강구면 영덕대게로 110,,2,4,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.35894,129.391153,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2189,공중화장실,법제3조제5호,수상조종면허시험장,경상북도 영덕군 강구면 강영로 33,,0,2,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.363582,129.383421,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2190,공중화장실,법제3조제5호,삼사 바다산책로,,경상북도 영덕군 강구면 삼사리 771,2,4,0,0,0,0,4,0,0,강구면사무소,054-730-7203,상시,,,36.339872,129.382045,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2191,공중화장실,법제3조제5호,블루로드,경상북도 영덕군 강구면 영덕대게로 170,,2,4,1,0,0,0,2,1,0,강구면사무소,054-730-7203,상시,,,36.363157,129.3938882,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-05-01
2192,공중화장실,법제3조제5호,매립장 입구,,경상북도 영덕군 강구면 하저리 산 109-4,0,2,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.409308,129.389046,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2193,공중화장실,법제3조제5호,오포3리 물양장(항구다방 앞),경상북도 영덕군 강구면 신강구길 41,,1,3,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.357188,129.383846,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2194,공중화장실,법제3조제5호,오포3리 물양장(부산철공소 앞),경상북도 영덕군 강구면 신강구길 41,,1,3,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.357188,129.383846,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2195,공중화장실,법제3조제5호,하저해수욕장(모래사장),경상북도 영덕군 강구면 영덕대게로 470-5,,2,4,0,0,0,0,3,0,0,강구면사무소,054-730-7203,상시,,,36.38805,129.406884,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2196,공중화장실,법제3조제5호,하저해수욕장(도로변),경상북도 영덕군 강구면 영덕대게로 448,,3,5,1,0,0,0,5,1,0,강구면사무소,054-730-7203,상시,,,36.385576,129.406324,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2197,공중화장실,법제3조제5호,해파랑공원,,경상북도 영덕군 강구면 강구리 581,8,10,1,1,0,0,11,1,0,강구면사무소,054-730-7203,상시,,,36.362313,129.394232,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2024-05-01
2198,공중화장실,법제3조제4호,풍물거리 80번 앞,,경상북도 영덕군 강구면 강구리 570,1,3,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.358718,129.384609,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2199,공중화장실,법제3조제4호,풍물거리 60번상가 옆,,경상북도 영덕군 강구면 강구리 575,1,3,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.358424,129.383307,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2200,공중화장실,법제3조제4호,풍물거리 17번 앞,경상북도 영덕군 강구면 강구대게길 22,,0,1,0,0,0,0,1,0,0,강구면사무소,054-730-7203,상시,,,36.358443,129.383368,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2201,공중화장실,법제3조제4호,풍물거리 사무실 앞,경상북도 영덕군 강구면 강구대게길 22,,0,2,0,0,0,0,2,0,0,강구면사무소,054-730-7203,상시,,,36.358443,129.383368,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2202,공중화장실,법제3조제4호,오일시장 내,경상북도 영덕군 강구면 강구시장길 13-1,,5,7,1,0,0,0,3,1,0,강구면사무소,054-730-7203,상시,,,36.358154,129.378752,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2203,공중화장실,법제3조제5호,해상공원 어촌민속전시관 아래,경상북도 영덕군 강구면 해상공원길 96-8,,6,8,0,0,0,0,5,0,0,강구면사무소,054-730-7203,상시,,,36.350384,129.386903,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2204,공중화장실,법제3조제5호,삼사리 해상공원 입구,,경상북도 영덕군 강구면 삼사리 302,5,7,1,1,0,0,4,1,0,강구면사무소,054-730-7203,상시,,,36.34585,129.382525,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2205,공중화장실,법제3조제5호,해상공원 분수대 위,,경상북도 영덕군 강구면 삼사리 174,18,20,0,1,0,0,9,0,0,강구면사무소,054-730-7203,상시,,,36.349366,129.385269,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2206,공중화장실,법제3조제5호,해상공원 분수대 밑,,경상북도 영덕군 강구면 삼사리 174,18,20,0,1,0,0,9,0,0,강구면사무소,054-730-7203,상시,,,36.349366,129.385269,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2207,공중화장실,법제3조제16호-영제3조제1항제1호,평은보건지소,경상북도 영주시 평은면 신평로 29,경상북도 영주시 평은면 평은리 1529,0,1,1,1,0,0,1,1,0,영주시청 보건위생과,054-637-4067,상시,,,36.758447,128.688389,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2208,공중화장실,법제3조제16호-영제3조제1항제1호,영주보건소 2(별관),경상북도 영주시 시청로 1번길 19,경상북도 영주시 휴천동 466-6,4,4,0,0,0,0,8,0,0,영주시청 보건위생과,054-631-4000,상시,,,36.806229,128.621912,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2209,공중화장실,법제3조제16호-영제3조제1항제1호,영주보건소 1,경상북도 영주시 시청로 1번길 19,경상북도 영주시 휴천동 466-6,3,4,1,1,0,0,5,1,0,영주시청 보건위생과,054-631-4000,상시,,,36.806229,128.621912,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2210,공중화장실,법제3조제16호-영제3조제1항제1호,장수보건지소,경상북도 영주시 장수면 장수로 50,경상북도 영주시 장수면 반구리 1040-1,1,2,0,0,0,0,1,0,0,영주시청 보건위생과,054-637-7042,상시,,,36.774897,128.578723,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2211,공중화장실,법제3조제16호-영제3조제1항제1호,이산면보건지소,경상북도 영주시 이산면 이산로 621번길 31,경상북도 영주시 이산면 석포리 768-3,1,1,0,0,0,0,1,0,0,영주시청 보건위생과,054-632-3265,상시,,,36.83409,128.696994,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2212,공중화장실,법제3조제16호-영제3조제1항제1호,월림보건진료소,경상북도 영주시 이산면 내림로 15,경상북도 영주시 이산면 두월리 1127-2,0,1,0,0,0,0,1,0,0,영주시청 보건위생과,054-637-1830,상시,,,36.80015,128.692475,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2213,개방화장실,법제3조제7호,풍기,경상북도 영주시 풍기읍 인삼로 1,경상북도 영주시 풍기읍 서부리 72,4,3,1,1,0,0,7,1,1,한국철도공사,15447788,상시,,,36.888086,128.539104,공공기관-국가공공기관,수세식,N,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-06-07
2214,개방화장실,법제3조제7호,영주,경상북도 영주시 선비로 64,경상북도 영주시 휴천동 257,4,5,1,1,1,0,9,1,1,한국철도공사,15447788,상시,,,36.81101017,128.625046,공공기관-국가공공기관,수세식,N,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2024-06-07
2215,공중화장실,법제3조제16호-영제3조제1항제1호,영주2동 행정복지센터,경상북도 영주시 선비로 181번길 10,경상북도 영주시 가흥동 3-19,3,2,1,0,0,0,4,0,0,영주2동 행정복지센터,054-635-3308,상시,,,36.82072,128.618708,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2216,공중화장실,법제3조제16호-영제3조제1항제1호,영주시청-본관동화장실,경상북도 영주시 시청로 1,경상북도 영주시 휴천동 470,9,9,0,1,0,0,9,1,0,영주시청 회계과,054-639-6518,상시,,,36.805798,128.624105,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,없음,,2024-06-07
2217,공중화장실,법제3조제16호-영제3조제1항제1호,영주시청-별관(주차타워사무실),경상북도 영주시 시청로 1,경상북도 영주시 휴천동 470-4,5,5,1,1,0,0,2,1,0,영주시청 회계과,054-639-6518,상시,,,36.806203,128.623059,공공기관-지방자치단체,수세식,N,Y,장애인화장실,N,N,없음,,2024-06-07
2218,개방화장실,법제3조제16호-영제3조제1항제1호,하망동 행복주민센터,경상북도 영주시 영주로 280번길 21,경상북도 영주시 하망동 299-8,4,4,2,2,0,0,4,2,0,하망동 행정복지센터,054-639-3303,상시,,,36.823808,128.630278,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,Y,N,없음,,2024-06-07
2219,공중화장실,법제3조제16호-영제3조제1항제1호,원마트 건너편,경상북도 영주시 원당로 168,경상북도 영주시 하망동 295-13,1,1,1,1,0,0,2,1,0,하망동 행정복지센터,054-639-3303,상시,,,36.825315,128.630527,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2220,공중화장실,법제3조제16호-영제3조제1항제1호,축협 맞은편,경상북도 영주시 원당로 142,경상북도 영주시 하망동 304-7,1,1,1,1,0,0,2,1,0,하망동 행정복지센터,054-639-3303,상시,,,36.824071,128.629272,공공기관-지방자치단체,수세식,N,Y,남자화장실+여자화장실,N,N,없음,,2024-06-07
2221,공중화장실,법제3조제1호,삼각지 바닥분수공원,경상북도 영주시 원당로 58번길 12-9,경상북도 영주시 휴천동 642-253,1,1,1,1,0,0,2,1,0,영주시청 도시과,054-639-6664,상시,,,36.819059,128.622181,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2222,공중화장실,법제3조제16호-영제3조제1항제1호,용마루2공원 주차장,경상북도 영주시 평은면 수변로 112,경상북도 영주시 평은면 금광리 1401,2,3,1,0,0,0,5,0,1,영주시청 하천과,054-639-6913,상시,,,36.729371,128.673175,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2024-06-07
2223,공중화장실,법제3조제16호-영제3조제1항제1호,영주호 다리 옆 주차장,경상북도 영주시 평은면 수변로 750,경상북도 영주시 평은면 용혈리 995,1,2,1,0,0,0,3,1,0,영주시청 하천과,054-639-6913,상시,,,36.71888,128.653925,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2024-06-07
2224,공중화장실,법제3조제16호-영제3조제1항제1호,가흥2동 게이트볼장,경상북도 영주시 가흥동 1381-571,경상북도 영주시 가흥동 1381-571,0,1,1,0,0,0,1,1,0,가흥2동 행정복지센터,054-639-7978,상시,,,36.838679,128.605348,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2225,공중화장실,법제3조제16호-영제3조제1항제1호,가흥2동 행정복지센터,경상북도 영주시 가흥로 357,경상북도 영주시 가흥동 479-11,1,1,0,0,0,0,1,1,0,가흥2동 행정복지센터,054-639-7978,상시,,,36.829343,128.611772,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-06-07
2226,간이화장실,법제3조제16호-영제3조제1항제1호,아지동 간이화장실,경상북도 영주시 고현동 40-30,경상북도 영주시 고현동 40-30,1,0,0,0,0,0,1,0,0,가흥2동 행정복지센터,054-639-7978,상시,,,36.857734,128.606083,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-06-07
2227,공중화장실,법제3조제16호-영제3조제1항제3호,새희망병원,경상북도 영주시 반지미로 275-17,경상북도 영주시 가흥동 1311,3,3,1,0,0,0,4,1,0,가흥2동 행정복지센터,054-639-8800,상시,,,36.824757,128.595893,민간소유-법인,수거식,N,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-06-07
2228,공중화장실,법제3조제17호-영제3조제2항제1호,명품요양병원,경상북도 영주시 반지미로 265,경상북도 영주시 가흥동 1119,2,4,1,1,0,0,3,1,0,가흥2동 행정복지센터,054-639-1800,상시,,,36.824774,128.597933,민간소유-법인,수거식,N,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-06-07
2229,공중화장실,법제3조제16호-영제3조제1항제1호,국유림관리사무소,경상북도 영주시 반지미로 178,경상북도 영주시 가흥동 1346-1,4,6,1,0,0,0,4,1,1,가흥2동 행정복지센터,054-630-4001,상시,,,36.819639,128.588712,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-06-07
2230,공중화장실,법제3조제5호,해상공원 대종 아래,,경상북도 영덕군 강구면 삼사리 173-1,14,16,1,1,0,0,10,1,0,강구면사무소,054-730-7203,상시,,,36.349958,129.385321,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2231,공중화장실,법제3조제13호,강구대게축구장,경상북도 영덕군 강구면 강영로 16-111,,7,9,1,1,0,0,5,1,0,강구면사무소,054-730-7203,상시,,,36.362984,129.389767,공공기관-지방자치단체,수세식,N,N,없음,Y,N,없음,,2024-05-01
2232,공중화장실,법제3조제5호,신대교 옆 공터,경상북도 영덕군 강구면 영덕대게로 1-16,,0,1,0,0,0,0,1,0,0,강구면사무소,054-730-7203,상시,,,36.360313,129.380123,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2233,공중화장실,법제3조제5호,오십천 생태공원,,경상북도 영덕군 강구면 소월리 산 1-7,1,1,0,0,0,0,1,0,0,강구면사무소,054-730-7203,상시,,,36.382659,129.37467,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2234,공중화장실,법제3조제5호,군부대 앞 주차장,,경상북도 영덕군 강구면 금진리 31-24,1,1,0,0,0,0,1,0,0,강구면사무소,054-730-7203,상시,,,36.38188,129.405909,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2235,공중화장실,법제3조제5호,금호리 습지원,,경상북도 영덕군 강구면 금호리 979,1,1,0,0,0,0,1,0,0,강구면사무소,054-730-7203,상시,,,36.377748,129.378976,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2236,공중화장실,법제3조제5호,축산리 게이트볼장 옆,경상북도 영덕군 축산면 영덕대게로 2056,,1,3,0,0,0,0,3,0,0,축산면사무소,054-730-7603,상시,,,36.505741,129.44244,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2237,공중화장실,법제3조제5호,축산리 상징조형물,,경상북도 영덕군 축산면 축산리944-7,3,5,1,1,0,0,5,1,0,축산면사무소,054-730-7603,상시,,,36.505799,129.447063,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-05-01
2238,공중화장실,법제3조제5호,영명사 입구,,경상북도 영덕군 축산면 경정리 산 271,1,3,0,0,0,0,2,0,0,축산면사무소,054-730-7603,상시,,,36.486401,129.438858,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2239,공중화장실,법제3조제5호,경정리 (차유마을) 해안가,,경상북도 영덕군 축산면 경정리 115-1,2,4,0,0,0,0,3,0,0,축산면사무소,054-730-7603,상시,,,36.509037,129.405359,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-05-01
2240,공중화장실,법제3조제5호,상원리 게이트볼장 옆,경상북도 영덕군 축산면 영축로 969,,0,1,0,0,0,0,1,0,0,축산면사무소,054-730-7603,상시,,,36.564404,129.426775,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2241,공중화장실,법제3조제5호,대진1리 대진해수욕장,경상북도 영덕군 영해면 영덕대게로 2840,,16,18,1,0,0,0,16,1,0,영해면사무소,054-730-7703,상시,,,36.564455,129.426687,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,없음,,2024-05-01
2242,공중화장실,법제3조제4호,성내5리 정기시장 내,경상북도 영덕군 영해면 예주시장5길 21,,13,15,1,0,0,0,9,1,0,영해면사무소,054-730-7703,상시,,,36.540435,129.40782,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2243,공중화장실,법제3조제5호,괴시리 전통마을,경상북도 영덕군 영해면 호지마을1길 5-9,,5,7,0,0,0,0,5,0,0,영해면사무소,054-730-7703,상시,,,36.542573,129.414875,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2244,공중화장실,법제3조제5호,예주문화예술회관 테마공원내,,경상북도 영덕군 영해면 성내리 859-2,3,5,0,1,0,0,5,0,0,영해면사무소,054-730-7703,상시,,,36.528968,129.406204,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2245,공중화장실,법제3조제16호-영제3조제1항제5호,성내리 408 목은이색등산로(기독보육원내),경상북도 영덕군 영해면 원당1길 31,,0,2,0,0,0,0,2,0,0,영해면사무소,054-730-7703,상시,,,36.537056,129.4133333,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2246,공중화장실,법제3조제5호,대진2리 도해단 옆,경상북도 영덕군 영해면 영덕대게로 2751,,0,2,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.560085,129.432176,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2247,공중화장실,법제3조제5호,묘곡1리 약수터,,경상북도 영덕군 영해면 묘곡리 675,1,3,0,0,0,0,3,0,0,영해면사무소,054-730-7703,상시,,,36.513894,129.339816,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2248,공중화장실,법제3조제13호,생활체육공원,경상북도 영덕군 영해면 영덕로 1582,,2,4,0,1,0,0,3,0,0,영해면사무소,054-730-7703,상시,,,36.524763,129.40657,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2249,공중화장실,법제3조제5호,대진항 대게공원,,경상북도 영덕군 영해면 대진리 220-6,1,3,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.557283,129.433886,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2250,공중화장실,법제3조제5호,해양파출소 대진출장소 옆,경상북도 영덕군 영해면 영덕대게로 2742,,2,4,0,0,0,0,2,0,0,영해면사무소,054-730-7703,상시,,,36.5589,129.4325254,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2251,공중화장실,법제3조제5호,목은이색기념관,경상북도 영덕군 영해면 호지마을1길 24-49,,0,2,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.543356,129.417534,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2252,공중화장실,법제3조제5호,괴시2리 관어대 입구,,경상북도 영덕군 영해면 괴시리 610,1,3,0,0,0,0,3,0,0,영해면사무소,054-730-7703,상시,,,36.555234,129.424554,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,없음,,2024-05-01
2253,공중화장실,법제3조제5호,대진항 해수욕장,경상북도 영덕군 영해면 영덕대게로 2804,,2,2,0,1,0,0,2,0,0,영해면사무소,054-730-7703,상시,,,36.563322,129.429663,공공기관-지방자치단체,수세식,N,N,없음,N,N,없음,,2024-05-01
2254,공중화장실,법제3조제5호,대1리 다리옆,,경상북도 영덕군 영해면 대리390,0,2,0,0,0,0,2,0,0,영해면사무소,054-730-7703,상시,,,36.518006,129.305435,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2255,공중화장실,법제3조제5호,사진3리 폭포 옆,경상북도 영덕군 영해면 영덕대게로 2299,,0,1,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.525217,129.441369,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2256,공중화장실,법제3조제5호,대2리 제당 옆,,경상북도 영덕군 영해면 대리 산156-3,0,1,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.535155,129.261463,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2257,공중화장실,법제3조제5호,대1리 약수터 옆,,경상북도 영덕군 영해면 대리 산101-24,0,1,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.517849,129.320633,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2258,공중화장실,법제3조제5호,괴시1리 동네체육시설,,경상북도 영덕군 영해면 괴시리 산90,0,1,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.532506,129.434026,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2259,공중화장실,법제3조제5호,영해면 송천강변,,경상북도 영덕군 영해면 연평리 35-2,0,2,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.553219,129.405349,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2260,공중화장실,법제3조제5호,사진3리 대소산봉수대 입구,,경상북도 영덕군 영해면 사진리 산1,0,2,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.512593,129.443301,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2261,공중화장실,법제3조제5호,사진1리~대진3리사이 화장실,,경상북도 영덕군 영해면 사진리 산130-1,1,1,0,0,0,0,1,0,0,영해면사무소,054-730-7703,상시,,,36.544714,129.438974,공공기관-지방자치단체,수거식,N,N,없음,N,N,없음,,2024-05-01
2262,공중화장실,법제3조제16호-영제3조제1항제8호,현대장례식장,경상북도 영주시 가흥공단로 11,경상북도 영주시 상줄동 52-2,4,3,0,1,0,0,4,0,0,가흥2동 행정복지센터,054-634-4400,상시,,,36.83081,128.595381,민간소유-개인,수거식,N,N,없음,N,N,없음,,2024-06-07
